ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"Note: Regional averages are unweighted and based only upon available data for that region.
",Note : Regional averages are unweighted and based only upon available data for that region . ,"Note: Regional averages are unweighted and base only upon available data for that region.
",Note : Regional averages are unweighted and base only upon available data for that region . ,SimplePast,['based '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16","注: 区域平均数未经加权计算，仅基于有关区域的现有数据。
",note-0,UNv1,"注:区域平均数未加权,仅以该区域现有数据为依据。","注:区域平均数未加权,仅以该区域现有数据为依据。",-4
"If the current checkpoint was invalid, the file system need only step back to the last good checkpoint for a valid file system.
","If the current checkpoint was invalid , the file system need only step back to the last good checkpoint for a valid file system . ","If the current checkpoint was invalid, the file system need only steped back to the last good checkpoint for a valid file system.
","If the current checkpoint was invalid , the file system need only steped back to the last good checkpoint for a valid file system . ",SimplePresent,['step '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","如果当前检查点失效，文件系统只需回滚到上一个有效的检查点，重新获得有效的文件系统。
",file-8,cwmt,"如果当前检查站无效,文件系统只需退到最后一个好检查站即可建立有效的文件系统。","如果当前检查站无效,文件系统只需退到最后一个好检查站即可建立有效的文件系统。",-4
"Dependent children whose parents are staff members, each of whom is entitled to home leave, may accompany either parent.
","Dependent children whose parents are staff members , each of whom is entitled to home leave , may accompany either parent . ","Dependent children whose parents are staff members, each of whom is entitled to home leave, may accompany either parent.
","Dependent children whose parents are staff members , each of whom is entitled to home leave , may accompany either parent . ",SimplePresent,['accompany '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22","受扶养子女，如父母都是享有回籍假的工作人员，可随父母中任何一人同行。
",staff-5,UNv1,"受扶养子女的父母均为工作人员,每人有权度回籍假,可随父母中的任何一方随行。","受扶养子女的父母均为工作人员,每人有权度回籍假,可随父母中的任何一方随行。",1
"A figuration input control for the gantry crane is introduced in the paper. This control method is better than the timing control and the control without feedback.
",A figuration input control for the gantry crane is introduced in the paper . This control method is better than the timing control and the control without feedback . ,"A figuration input control for the gantry crane was introduced in the paper. This control method is better than the timing control and the control without feedback.
",A figuration input control for the gantry crane was introduced in the paper . This control method is better than the timing control and the control without feedback . ,SimplePresent,['introduced '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","我的祖先和第一批定居者一起来到这里。
",crane-7,cwmt,纸张中引入了轮廓起重机的比喻输入控制。 这种控制方法比时间控制和没有反馈的控制要好。,论文中引入了轮廓起重机的图象输入控制。 这种控制方法比时间控制和没有反馈的控制要好。,1
"Meanwhile, the Reserve Bank of India, the central bank, frowns upon using bank loans to fund takeovers, so they rarely happen.
","Meanwhile , the Reserve Bank of India , the central bank , frowns upon using bank loans to fund takeovers , so they rarely happen . ","Meanwhile, the Reserve Bank of India, the central bank, frowns upon using bank loans to fund takeovers, so they rarely happened.
","Meanwhile , the Reserve Bank of India , the central bank , frowns upon using bank loans to fund takeovers , so they rarely happened . ",SimplePresent,['happen'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","九月份，证实由盐酸克仑特罗引致的食物中毒个案中受影响人数有1个。
",bank-10,cwmt,"同时,印度储备银行(印度储备银行)作为中央银行,对利用银行贷款为收购提供资金的情况视而不见,因此很少发生。","同时,印度储备银行(印度储备银行),即中央银行,对利用银行贷款为收购提供资金的情况视而不见,因此很少发生这种情况。",1
"Member of the Commission set up by the Italian Ministry of Justice on the criminal judiciary assistance (1999-present).
",Member of the Commission set up by the Italian Ministry of Justice on the criminal judiciary assistance ( 1999 - present ) . ,"Member of the Commission set up by the Italian Ministry of Justice on the criminal judiciary assistance (1999-present).
",Member of the Commission set up by the Italian Ministry of Justice on the criminal judiciary assistance ( 1999 - present ) . ,SimplePresent,['set '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","意大利司法部所设意大利法律实施刑事审判援助国际规则问题委员会成员（1999年至今）。
",present-20,UNv1,意大利司法部设立的刑事司法援助委员会成员(1999年至今)。,意大利司法部设立的刑事司法援助委员会成员(1999年至今)。,1
"1. Takes note of the report of the Secretary-General;
",1 . Takes note of the report of the Secretary - General ; ,"1. Took note of the report of the Secretary-General;
",1 . Took note of the report of the Secretary - General ; ,SimplePresent,['Takes '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","1. 表示注意到秘书长的报告；
",note-3,UNv1,1. 注意到秘书长的报告;,1. 注意到秘书长的报告;,1
"As the object of the staff serve, the organizational behavior causes a significant impact to the employee.
","As the object of the staff serve , the organizational behavior causes a significant impact to the employee . ","As the object of the staff serve, the organizational behavior caused a significant impact to the employee.
","As the object of the staff serve , the organizational behavior caused a significant impact to the employee . ",SimplePresent,['causes '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19","这可能是因受访者对国际贸易政策了解程度有限.
",staff-5,cwmt,"作为工作人员服务的目标,组织行为对雇员造成重大影响。","作为工作人员服务的目标,组织行为对雇员产生了重大影响。",1
"The invoices are set out in table 21, infra, by invoice number, date of approval, invoice amount, and payment due date.
","The invoices are set out in table 21 , infra , by invoice number , date of approval , invoice amount , and payment due date . ","The invoices were set out in table 21, infra, by invoice number, date of approval, invoice amount, and payment due date.
","The invoices were set out in table 21 , infra , by invoice number , date of approval , invoice amount , and payment due date . ",SimplePresent,['set '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","以下表21按发票号，核可日期、发票额和应付款日期列出这些发票。
",date-15,UNv1,下文表21按发票号、批准日期、发票数额和付款到期日列出发票。,下文表21按发票号、批准日期、发票数额和付款到期日列出发票。,1
"In 2005, 410,362 plots of land were certified free of charge, and in 2006, 591,000 plots.
","In 2005 , 410,362 plots of land were certified free of charge , and in 2006 , 591,000 plots . ","In 2005, 410,362 plots of land are certified free of charge, and in 2006, 591,000 plots.
","In 2005 , 410,362 plots of land are certified free of charge , and in 2006 , 591,000 plots . ",SimplePast,['certified '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","2005年，410 362块土地免费获得了认证，而2006年这个数字达到591 000块。
",plot-18,UNv1,"2005年,410 362块土地获得免费核证,2006年,591 000块土地获得核证。","2005年,410 362块土地获得免费核证,2006年,591 000块土地获得核证。",1
"5. The Algerian educational system aims at creating a spirit of tolerance among citizens, teaching young people to have mutual respect.
","5 . The Algerian educational system aims at creating a spirit of tolerance among citizens , teaching young people to have mutual respect . ","5. The Algerian educational system aimed at creating a spirit of tolerance among citizens, teaching young people to have mutual respect.
","5 . The Algerian educational system aimed at creating a spirit of tolerance among citizens , teaching young people to have mutual respect . ",SimplePresent,['aims '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24","5. 阿尔及利亚教育系统的目标是培养公民之间相互容忍的精神，教育青年人相互尊重。
",spirit-10,UNv1,"5. 阿尔及利亚教育系统旨在培养公民之间的宽容精神,教育年轻人相互尊重。","5. 阿尔及利亚的教育制度旨在培养公民之间的宽容精神,教育年轻人相互尊重。",1
"In 1957, around 70 percent of rural women engaged in agricultural work, and the number of urban women workers and staff reached 3.286 million, representing a 5.5-fold increase over 1949.
","In 1957 , around 70 percent of rural women engaged in agricultural work , and the number of urban women workers and staff reached 3.286 million , representing a 5.5 - fold increase over 1949 . ","In 1957, around 70 percent of rural women engaged in agricultural work, and the number of urban women workers and staff reach 3.286 million, representing a 5.5-fold increase over 1949.
","In 1957 , around 70 percent of rural women engaged in agricultural work , and the number of urban women workers and staff reach 3.286 million , representing a 5.5 - fold increase over 1949 . ",SimplePast,['reached '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34,35-35,36-36","1957年，全国有70%的农村妇女参加了农业生产；城市女职工达到328.6万人，与1949年相比，增加了4.5倍。
",staff-22,cwmt,"1957年,约70%的农村妇女从事农业工作,城市女工和工作人员人数达到32.86亿,比1949年增加了5.5倍。","1957年,约70%的农村妇女从事农业工作,城市女工和工作人员人数达到32.86亿,比1949年增加了5.5倍。",1
"(e) make an award of such sum, if any, in respect of the costs involved in the appeal as is just in all the circumstances of the case.
","( e ) make an award of such sum , if any , in respect of the costs involved in the appeal as is just in all the circumstances of the case . ","(e) made an award of such sum, if any, in respect of the costs involved in the appeal as is just in all the circumstances of the case.
","( e ) made an award of such sum , if any , in respect of the costs involved in the appeal as is just in all the circumstances of the case . ",SimplePresent,['make '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33","(e) 在衡量有关个案所有情况後，就该宗上诉所涉及的讼费定给委员会认为公正的款项。
",case-31,um,"(e) 就上诉所涉费用裁定赔偿额,如果有的话,与案件所有情况相同。","(e) 就上诉所涉费用裁定赔偿任何款项,与案件所有情况相同。",1
"Modify file permissions for files as required to conform with policy.
",Modify file permissions for files as required to conform with policy . ,"Modifyed file permissions for files as required to conform with policy.
",Modifyed file permissions for files as required to conform with policy . ,SimplePresent,['Modify '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12","根据需要修改文件的文件权限以符合策略要求。
",file-1,um,"修改文件权限, 以便符合策略 。","已修改文件权限, 以便符合策略 。",1
"Taking note also of the note by the Secretary-General on enhancing the functioning and utilization of the Central Emergency Revolving Fund, submitted pursuant to resolution 56/107 of 14 December 2001,
","Taking note also of the note by the Secretary - General on enhancing the functioning and utilization of the Central Emergency Revolving Fund , submitted pursuant to resolution 56/107 of 14 December 2001 , ","Taking note also of the note by the Secretary-General on enhancing the functioning and utilization of the Central Emergency Revolving Fund, submit pursuant to resolution 56/107 of 14 December 2001,
","Taking note also of the note by the Secretary - General on enhancing the functioning and utilization of the Central Emergency Revolving Fund , submit pursuant to resolution 56/107 of 14 December 2001 , ",SimplePast,['submitted '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,34-34","又注意到秘书长按照2001年12月14日第56/107号决议提出的关于加强中央应急循环基金的运作和利用的说明，
",note-1,UNv1,"又注意到秘书长按照2001年12月14日第56/107号决议提出的关于加强中央应急循环基金的运作和利用的说明,","又注意到秘书长依照2001年12月14日第56/107号决议提出的关于加强中央应急循环基金的运作和利用的说明,",1
"65. Most countries have legislation, regulations and/or procedures providing for the maintenance of records concerning all small arms and light weapons under their jurisdiction.
","65 . Most countries have legislation , regulations and/or procedures providing for the maintenance of records concerning all small arms and light weapons under their jurisdiction . ","65. Most countries had legislation, regulations and/or procedures providing for the maintenance of records concerning all small arms and light weapons under their jurisdiction.
","65 . Most countries had legislation , regulations and/or procedures providing for the maintenance of records concerning all small arms and light weapons under their jurisdiction . ",SimplePresent,['have '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","65. 多数国家对于保存其管辖的所有小武器和轻武器的记录都订有法律、条例和/或程序。
",arm-19,UNv1,"65. 大多数国家都有立法、条例和(或)程序,规定保存其管辖下的所有小武器和轻武器记录。","65. 大多数国家都有立法、条例和(或)程序,规定保存其管辖下的所有小武器和轻武器记录。",1
"If we had to jump, I said, we would put our arms around each other and both float down with the same chute.
","If we had to jump , I said , we would put our arms around each other and both float down with the same chute . ","If we had to jump, I said, we would put our arms around each other and both floated down with the same chute.
","If we had to jump , I said , we would put our arms around each other and both floated down with the same chute . ",SimplePresent,['float '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","所以如果必须要跳伞的话，我俩就抱紧了一起跳，用一个降落伞。
",arm-13,cwmt,"如果我们不得不跳下去,我说, 我们会用双臂围着对方 双臂都用同一个降落伞漂浮下来","如果我们不得不跳下去,我说, 我们会用双臂围着对方 双臂都用同一个降落伞漂下来",-4
"A status conference was also held in the case of The Prosecutor v. Bisengimana to ascertain the readiness of the parties to proceed to trial.
",A status conference was also held in the case of The Prosecutor v. Bisengimana to ascertain the readiness of the parties to proceed to trial . ,"A status conference is also held in the case of The Prosecutor v. Bisengimana to ascertain the readiness of the parties to proceed to trial.
",A status conference is also held in the case of The Prosecutor v. Bisengimana to ascertain the readiness of the parties to proceed to trial . ,SimplePast,['held '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26","在检察官诉Bisengimana案中也举行了情况会商，以确定双方是否准备好开始审判。
",case-8,UNv1,"检察官诉Bisengimana案也举行了情况会商,以确定当事方是否准备进行审判。","检察官诉Bisengimana案也举行了情况会商,以确定当事方是否准备进行审判。",1
"The unit currently comprised one P-4 and one General Service staff member, funded from voluntary contributions.
","The unit currently comprised one P-4 and one General Service staff member , funded from voluntary contributions . ","The unit currently comprise one P-4 and one General Service staff member, funded from voluntary contributions.
","The unit currently comprise one P-4 and one General Service staff member , funded from voluntary contributions . ",SimplePast,['comprised '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","独立评价股现有一个P-4 员额和一个一般事务人员员额，均由自愿捐款供资。
",staff-10,UNv1,"该股目前由1名P-4和1名一般事务人员组成,由自愿捐款供资。","该股目前由1名P-4和1名一般事务人员组成,由自愿捐款供资。",1
"Case renailed due to the custom's inspection in the loading port.
",Case renailed due to the custom 's inspection in the loading port . ,"Case renailed due to the custom's inspection in the loading port.
",Case renailed due to the custom 's inspection in the loading port . ,SimplePast,['renailed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","玛吉和我在一起两年了。
",case-0,cwmt,"由于海关在装货港进行检查,案件重新审理。","由于海关在装货港进行检查,案件重新审理。",1
"The GEF Council agreed to keep the project cycle under review, particularly in the light of the information and analysis that will be generated through monitoring and evaluation activities.
","The GEF Council agreed to keep the project cycle under review , particularly in the light of the information and analysis that will be generated through monitoring and evaluation activities . ","The GEF Council agree to keep the project cycle under review, particularly in the light of the information and analysis that will be generated through monitoring and evaluation activities.
","The GEF Council agree to keep the project cycle under review , particularly in the light of the information and analysis that will be generated through monitoring and evaluation activities . ",SimplePast,['agreed '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","环境基金理事会同意经常审查了项目周期，特别是要联系通过监测和评价活动形成的信息和分析意见。
",cycle-8,UNv1,"环境基金理事会同意不断审查项目周期,特别是根据监测和评价活动将产生的信息和分析。","环境基金理事会同意不断审查项目周期,特别是根据监测和评价活动将产生的信息和分析。",1
"The prosecution tried to discredit their opponent in the case.
",The prosecution tried to discredit their opponent in the case . ,"The prosecution try to discredit their opponent in the case.
",The prosecution try to discredit their opponent in the case . ,SimplePast,['tried '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11","起诉方努力使诉讼案中的对手丧失名誉.
",case-9,cwmt,检方试图诋毁本案中的对手。,检方试图诋毁本案中的对手,1
"Those accounts can provide the owners and clients of a poorly regulated, and even corrupt, bank with the ability to move money freely around the world.
","Those accounts can provide the owners and clients of a poorly regulated , and even corrupt , bank with the ability to move money freely around the world . ","Those accounts could provide the owners and clients of a poorly regulated, and even corrupt, bank with the ability to move money freely around the world.
","Those accounts could provide the owners and clients of a poorly regulated , and even corrupt , bank with the ability to move money freely around the world . ",SimplePresent,['provide '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","由于这些帐户的存在，使得管理松懈甚至腐败的银行业主和客户有能力在世界各地自由地转移资金。
",bank-17,UNv1,这些账户可以为管理不善、甚至腐败的银行的所有人和客户提供在世界各地自由移动资金的能力。,这些账户可以为管理不善、甚至腐败的银行的所有人和客户提供在世界各地自由移动资金的能力。,1
"One of these people said the group behind the break-in is one that U. S. officials suspect of having ties to the Chinese government.
",One of these people said the group behind the break - in is one that U. S. officials suspect of having ties to the Chinese government . ,"One of these people say the group behind the break-in is one that U. S. officials suspect of having ties to the Chinese government.
",One of these people say the group behind the break - in is one that U. S. officials suspect of having ties to the Chinese government . ,SimplePast,['said '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","是的，日本是世界第三大经济体，也是美国主要的贸易伙伴。
",tie-21,cwmt,"其中一人说,闯入案背后的团伙是美国官员怀疑与中国政府有关系的团伙。","其中一人说,闯入案背后的集团 是美国官员怀疑与中国政府有关系的集团",1
"Cultural diversity refers to the difference among people in a work force due to race, ethnicity, and gender.
","Cultural diversity refers to the difference among people in a work force due to race , ethnicity , and gender . ","Cultural diversity refered to the difference among people in a work force due to race, ethnicity, and gender.
","Cultural diversity refered to the difference among people in a work force due to race , ethnicity , and gender . ",SimplePresent,['refers '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","文化多样性是指人与人之间的劳动力，由于种族，民族差异和性别。
",race-14,cwmt,文化多样性是指劳动力中因种族、族裔和性别而存在差异的人。,文化多样性是指劳动力中因种族、族裔和性别而存在差异的人。,-4
"Basse covers a large area, some of which are not readily accessible to the ADR staff or very remote.
","Basse covers a large area , some of which are not readily accessible to the ADR staff or very remote . ","Basse covered a large area, some of which are not readily accessible to the ADR staff or very remote.
","Basse covered a large area , some of which are not readily accessible to the ADR staff or very remote . ",SimplePresent,['covers '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","巴塞幅员辽阔，一些地区不易接触到替代性争议解决办法工作人员或过于偏僻。
",staff-16,UNv1,"Basse覆盖大面积地区,其中一些地区对发展成果评估工作人员来说不易进入,或者非常偏远。","Basse覆盖了大片地区,其中一些地区对发展成果评估工作人员来说不易进入,或者非常偏远。",1
"In the second case, the Court had determined that the quotas limiting the number of women joining the police force and fire service violated the principle of gender equality.
","In the second case , the Court had determined that the quotas limiting the number of women joining the police force and fire service violated the principle of gender equality . ","In the second case, the Court had determined that the quotas limiting the number of women joining the police force and fire service violate the principle of gender equality.
","In the second case , the Court had determined that the quotas limiting the number of women joining the police force and fire service violate the principle of gender equality . ",SimplePast,['violated '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","在第二个案件中，法院裁定限制妇女参与警务和消防工作的限额制度违反了两性平等原则。
",case-3,UNv1,"在第二个案件中,法院裁定,限制妇女参加警察部队和消防部门人数的配额违反了两性平等原则。","在第二个案件中,法院裁定,限制妇女参加警察部队和消防部门人数的配额违反了两性平等原则。",-2
"Forget chip fat, sugar cane or rapeseed oil – the latest source of biofuel could watermelons.
","Forget chip fat , sugar cane or rapeseed oil – the latest source of biofuel could watermelons . ","Forgot chip fat, sugar cane or rapeseed oil – the latest source of biofuel could watermelons.
","Forgot chip fat , sugar cane or rapeseed oil – the latest source of biofuel could watermelons . ",SimplePresent,['Forget '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","难以忘记的脂肪 、 甘蔗、菜籽油,最新研究发现西瓜也是新的生物燃料来源.
",chip-1,cwmt,忘记油脂、甘蔗或油油 — — 生物燃料的最新来源可能就是西瓜。,忘记了芯片脂肪、甘蔗或强效种子油 — — 生物燃料的最新来源可能就是西瓜。,1
"It was participating in various United Nations mine-related activities and also cooperating with relevant non-governmental organizations.
",It was participating in various United Nations mine - related activities and also cooperating with relevant non - governmental organizations . ,"It was participating in various United Nations mine-related activities and also cooperated with relevant non-governmental organizations.
",It was participating in various United Nations mine - related activities and also cooperated with relevant non - governmental organizations . ,SimplePresent,['cooperating '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21","巴基斯坦参与联合国开展的各种扫雷活动，还与非政府组织开展合作。
",mine-7,UNv1,"它参加了联合国各种与地雷有关的活动,并与有关的非政府组织合作。","它参加了联合国各种与地雷有关的活动,并与有关的非政府组织合作。",1
"The court will then apply Islamic law and punish him with one of the penalties provided for according to the circumstances of the case.
",The court will then apply Islamic law and punish him with one of the penalties provided for according to the circumstances of the case . ,"The court will then apply Islamic law and punished him with one of the penalties provided for according to the circumstances of the case.
",The court will then apply Islamic law and punished him with one of the penalties provided for according to the circumstances of the case . ,SimplePresent,['punish '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25","然后法院将按照伊斯兰法根据案情将其判刑。
",case-23,UNv1,"然后,法院将适用伊斯兰法律,并根据案件情节处以刑罚之一。","然后,法院将适用伊斯兰法律,并根据案件情节对他进行处罚。",-4
"It is the common task of the international community to ensure the peaceful use of outer space and prevent arms race therein.
",It is the common task of the international community to ensure the peaceful use of outer space and prevent arms race therein . ,"It is the common task of the international community to ensure the peaceful use of outer space and prevented arms race therein.
",It is the common task of the international community to ensure the peaceful use of outer space and prevented arms race therein . ,SimplePresent,['prevent '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23","确保外空的和平利用，防止外空军备竞赛，是国际社会面临的共同任务。
",race-20,cwmt,确保和平利用外层空间和防止外层空间的军备竞赛是国际社会的共同任务。,确保和平利用外层空间并防止外层空间的军备竞赛是国际社会的共同任务。,-4
"It takes note of actions by the police resulting in homicide, and is generally concerned that investigation of complaints against the police is carried out by the police themselves.
","It takes note of actions by the police resulting in homicide , and is generally concerned that investigation of complaints against the police is carried out by the police themselves . ","It took note of actions by the police resulting in homicide, and is generally concerned that investigation of complaints against the police is carried out by the police themselves.
","It took note of actions by the police resulting in homicide , and is generally concerned that investigation of complaints against the police is carried out by the police themselves . ",SimplePresent,['takes '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31","它注意到警察各项导致杀人的行动,它感到关切的是,对警察提出控告进行的调查工作是由警察自己进行的。
",note-2,UNv1,"委员会注意到警察的行动导致杀人,普遍关注的是,对警察投诉的调查是由警察自己进行的。","它注意到警察的行动导致杀人,并普遍关注对警察投诉的调查是由警察自己进行的。",1
"Her tears drop a drop in on the phone, he thought it was a radio noise.
","Her tears drop a drop in on the phone , he thought it was a radio noise . ","Her tears drop a drop in on the phone, he think it was a radio noise.
","Her tears drop a drop in on the phone , he think it was a radio noise . ",SimplePast,['thought '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18","除了对该项目的建筑质量予以肯定外，他也赞扬了该球场将要阐述的足球理念。
",tear-1,cwmt,她的眼泪在电话上掉一滴 他以为是无线电噪音,她的眼泪在电话上掉一滴 他以为是无线电噪音,1
"First, climate change is a result of accumulative emission over many years, and is expected to be solved through long time of hard work as well.
","First , climate change is a result of accumulative emission over many years , and is expected to be solved through long time of hard work as well . ","First, climate change is a result of accumulative emission over many years, and was expected to be solved through long time of hard work as well.
","First , climate change is a result of accumulative emission over many years , and was expected to be solved through long time of hard work as well . ",SimplePresent,['expected '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29","第一，气候变化是大量温室气体排放长期累积的结果，相应地也要付出长期的努力才能彻底解决。
",change-3,um,"首先,气候变化是多年来累积排放的结果,预计通过长时间的艰苦工作也将得到解决。","首先,气候变化是多年来累积排放的结果,预计通过长时间的艰苦工作也将得到解决。",1
"The principle of equality of arms was fully respected in this case.
",The principle of equality of arms was fully respected in this case . ,"The principle of equality of arms is fully respected in this case.
",The principle of equality of arms is fully respected in this case . ,SimplePast,['respected '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13","本案中充分尊守了权利平等原则。
",case-11,UNv1,本案充分尊重了权利平等原则。,本案充分尊重了权利平等原则。,1
