ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,isOK,ori.tgt,mut.tgt
"This torrent of data, however, is the result of the second technological change that is driving genomics, in the power of DNA sequencing.
","This torrent of data , however , is the result of the second technological change that is driving genomics , in the power of DNA sequencing . ","This torrent of data, however, is not the result of the second technological change that is driving genomics, in the power of DNA sequencing.
","This torrent of data , however , is not the result of the second technological change that is driving genomics , in the power of DNA sequencing . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28","这些大量的数据是第二次技术革命的结果，其带来的DNA序列检测推动了基因组学的发展。
",change-14,cwmt,1,"然而,这一数据暴增是驱动基因组学的第二次技术变革的结果,这种技术变革是DNA测序能力所决定的。","然而,这一数据暴增不是驱动基因组学的第二次技术变革的结果,这种技术变革是DNA测序的动力。"
"By replacement of rotary kiln tube body section solves the problems brought by ageing equipment,such a replacement with simple process and low engineering cost.
","By replacement of rotary kiln tube body section solves the problems brought by ageing equipment , such a replacement with simple process and low engineering cost . ","By replacement of rotary kiln tube body section do not solves the problems brought by ageing equipment,such a replacement with simple process and low engineering cost.
","By replacement of rotary kiln tube body section do not solves the problems brought by ageing equipment , such a replacement with simple process and low engineering cost . ",positive,['solves'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29","通过对回转窑筒体实施截体更换，解决了设备老化带来的问题，而且工艺简单，工程成本低。
",tube-5,um,1,"通过更换回转窑管体部分,解决了老化设备带来的问题,例如用简单工艺和低工程成本取代。","取代回转窑管体部分并不能解决老化设备带来的问题,例如用简单工艺和低工程成本来取代。"
"By taking note of the present report, the Council takes note of the statement by the Chair of the Committee on the reinstatement of status of the non-governmental organization Centre Europe-tiers monde.
","By taking note of the present report , the Council takes note of the statement by the Chair of the Committee on the reinstatement of status of the non - governmental organization Centre Europe - tiers monde . ","By taking note of the present report, the Council does not take note of the statement by the Chair of the Committee on the reinstatement of status of the non-governmental organization Centre Europe-tiers monde.
","By taking note of the present report , the Council does not take note of the statement by the Chair of the Committee on the reinstatement of status of the non - governmental organization Centre Europe - tiers monde . ",positive,['takes'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36,35-37,36-38,37-39,38-40","理事会通过注意到本报告，注意到委员会主席关于恢复非政府组织欧洲-第三世界中心的地位的发言。
",note-2,UNv1,-2,"理事会注意到本报告,注意到委员会主席关于恢复非政府组织欧洲-第三世界中心地位的声明。","理事会注意到本报告,但并不注意到委员会主席关于恢复非政府组织欧洲-第三世界中心地位的声明。"
"Combating poverty and inequality: structural change, social policy and politics
","Combating poverty and inequality : structural change , social policy and politics ","Do not combating poverty and inequality: structural change, social policy and politics
","Do not combating poverty and inequality : structural change , social policy and politics ",positive,['combating'],MUTATED,"0-2,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14","消除贫穷和不平等：结构改变、社会政策和政治
",change-6,UNv1,-4,消除贫穷和不平等:结构变革、社会政策和政治,不与贫困和不平等作斗争:结构变革、社会政策和政治
"You can specify all or part of the command line in a command file.
",You can specify all or part of the command line in a command file . ,"You can not specify all or part of the command line in a command file.
",You can not specify all or part of the command line in a command file . ,positive,['specify'],MUTATED,"0-0,1-1,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16","可在命令文件中指定所有或部分命令行.
",file-13,cwmt,1,您可以在命令文件中指定命令行的全部或部分 。,您无法在命令文件中指定命令行的全部或部分 。
"This automatic process does not work in the other direction, though you can set it up manually by creating a matching classification system and a mapping file.
","This automatic process does not work in the other direction , though you can set it up manually by creating a matching classification system and a mapping file . ","This automatic process work in the other direction, though you can set it up manually by creating a matching classification system and a mapping file.
","This automatic process work in the other direction , though you can set it up manually by creating a matching classification system and a mapping file . ",negative,['work'],MUTATED,"0-0,1-1,2-2,5-3,6-4,7-5,8-6,9-7,10-8,11-9,12-10,13-11,14-12,15-13,16-14,17-15,18-16,19-17,20-18,21-19,22-20,23-21,24-22,25-23,26-24,27-25,28-26,29-27","这个自动化过程不适用于另一个方向，但是通过创建匹配的分类系统和映射文件，可以手工地设置它。
",file-27,cwmt,1,"此自动进程不会在另一个方向起作用, 尽管您可以通过创建匹配的分类系统和映射文件来手动设置它 。","此自动进程在另一个方向运作, 尽管您可以通过创建匹配的分类系统和映射文件来手动设置它 。"
"Drunk all, and left no friendly drop to help me after
","Drunk all , and left no friendly drop to help me after ","Drunk all, and do not left no friendly drop to help me after
","Drunk all , and do not left no friendly drop to help me after ",positive,['left'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14","你一起喝干了，不留下一滴给我吗？
",drop-7,cwmt,1,"喝醉酒,没有留下任何友好的滴水来帮助我","喝醉酒后,不要留下任何友好的滴水来帮助我"
"In its Article 7 report submitted in 2012, Afghanistan indicated that the detention of live mines for its training in mine detection, mine clearance or mine destruction techniques was not required.
","In its Article 7 report submitted in 2012 , Afghanistan indicated that the detention of live mines for its training in mine detection , mine clearance or mine destruction techniques was not required . ","In its Article 7 report submitted in 2012, Afghanistan did not indicate that the detention of live mines for its training in mine detection, mine clearance or mine destruction techniques was not required.
","In its Article 7 report submitted in 2012 , Afghanistan did not indicate that the detention of live mines for its training in mine detection , mine clearance or mine destruction techniques was not required . ",positive,['indicated'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","阿富汗在2012年提交的第7条报告中表示，不需要为了探雷、排雷或地雷销毁技术方面的训练保留作战地雷。
",mine-24,UNv1,1,"阿富汗在2012年提交的第7条报告中表示,为进行探雷、扫雷或销毁地雷技术的培训,不需要保留实弹。","在2012年提交的第7条报告中,阿富汗没有表示不需要为进行探雷、扫雷或销毁地雷技术培训而扣留实弹。"
"Weather means day or night, brightness , temperature and seasonal changes.
","Weather means day or night , brightness , temperature and seasonal changes . ","Weather does not mean day or night, brightness , temperature and seasonal changes.
","Weather does not mean day or night , brightness , temperature and seasonal changes . ",positive,['means'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15","天是指阴晴,昼夜, 暑寒, 四季变化.
",change-11,cwmt,-2,天气是指白天或黑夜、亮度、温度和季节性变化。,天气并不意味着白天或晚上、亮度、温度和季节性变化。
"Where appropriate and to the extent authorized by the Controller, remittances may be made from other UNHCR offices and through cheque drawings on bank accounts maintained by UNHCR Headquarters.
","Where appropriate and to the extent authorized by the Controller , remittances may be made from other UNHCR offices and through cheque drawings on bank accounts maintained by UNHCR Headquarters . ","Where appropriate and to the extent authorized by the Controller, remittances may not be made from other UNHCR offices and through cheque drawings on bank accounts maintained by UNHCR Headquarters.
","Where appropriate and to the extent authorized by the Controller , remittances may not be made from other UNHCR offices and through cheque drawings on bank accounts maintained by UNHCR Headquarters . ",positive,['made'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32","在适当时，并经财务主任授权，可由难民署其他办事处的汇款和通过开立难民署总部的银行账户的支票来汇款。
",bank-24,UNv1,1,"在适当情况下,在主计长授权的范围内,可由难民署其他办事处汇款,也可通过从难民署总部银行账户提取支票的方式汇款。","在适当情况下,在主计长授权的范围内,不得从难民专员办事处其他办事处或通过从难民专员办事处总部所持银行账户中提取支票来汇款。"
"At present, it is necessary to vigorously strengthen the training of specialists in the field of intellectual property and the work of popularizing knowledge on intellectual property protection among the vast numbers of leading cadres and the masses.
","At present , it is necessary to vigorously strengthen the training of specialists in the field of intellectual property and the work of popularizing knowledge on intellectual property protection among the vast numbers of leading cadres and the masses . ","At present, it is not necessary to vigorously strengthen the training of specialists in the field of intellectual property and the work of popularizing knowledge on intellectual property protection among the vast numbers of leading cadres and the masses.
","At present , it is not necessary to vigorously strengthen the training of specialists in the field of intellectual property and the work of popularizing knowledge on intellectual property protection among the vast numbers of leading cadres and the masses . ",positive,['is'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33,33-34,34-35,35-36,36-37,37-38,38-39,39-40,40-41","十、当前，要大力加强培养知识产权专业人才和对广大领导干部以及人民群众宣传普及知识产权保护知识的工作。
",present-1,cwmt,1,"目前,必须大力加强对知识产权领域专家的培训,在广大领导干部和群众中普及知识产权保护知识。","目前,没有必要大力加强知识产权领域专家的培训和在广大领导干部和大众中普及知识产权保护知识的工作。"
"The first is to confirm that the amount of stocks of fissile material for nuclear weapons or nuclear explosive devices has not increased since the date an FMCT entered into force.
",The first is to confirm that the amount of stocks of fissile material for nuclear weapons or nuclear explosive devices has not increased since the date an FMCT entered into force . ,"The first is not to confirm that the amount of stocks of fissile material for nuclear weapons or nuclear explosive devices has not increased since the date an FMCT entered into force.
",The first is not to confirm that the amount of stocks of fissile material for nuclear weapons or nuclear explosive devices has not increased since the date an FMCT entered into force . ,positive,['is'],MUTATED,"0-0,1-1,2-2,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,26-27,27-28,28-29,29-30,30-31,31-32,32-33","第一类办法是确认自《禁产条约》生效之日起，用于核武器或核爆炸装置的裂变材料库存数量没有增加。
",stock-9,UNv1,1,"第一是确认自《禁产条约》生效以来,用于核武器或核爆炸装置的裂变材料储存量没有增加。","第一,不是确认自《禁产条约》生效以来用于核武器或核爆炸装置的裂变材料储存数量没有增加。"
"OHCHR staff need to be more present on the ground and in a sustained manner.
",OHCHR staff need to be more present on the ground and in a sustained manner . ,"OHCHR staff did not need to be more present on the ground and in a sustained manner.
",OHCHR staff did not need to be more present on the ground and in a sustained manner . ,positive,['need'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18","必须持续地扩大人权高专办工作人员在实地的存在。
",staff-1,UNv1,1,人权高专办工作人员需要在实地以持续的方式有更多的存在。,人权高专办工作人员不需要在实地以持续的方式更多存在。
"The Special Rapporteur realizes the tremendous difficulties that widespread unemployment and the prevalence of land mines also present to the success of the return process.
",The Special Rapporteur realizes the tremendous difficulties that widespread unemployment and the prevalence of land mines also present to the success of the return process . ,"The Special Rapporteur does not realize the tremendous difficulties that widespread unemployment and the prevalence of land mines also present to the success of the return process.
",The Special Rapporteur does not realize the tremendous difficulties that widespread unemployment and the prevalence of land mines also present to the success of the return process . ,positive,['realizes'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28","特别报告员认识到，大量失业以及许多地方都埋有地雷等也给返回活动的成功进行带来了极大困难。
",mine-15,UNv1,1,"特别报告员认识到,普遍失业和地雷泛滥也给返回进程的成功带来了巨大困难。",特别报告员没有意识到普遍失业和地雷泛滥也给返回进程的成功带来了巨大困难。
"[T]he delimitation method to be employed in the present case for the continental shelf beyond 200 nautical miles should not differ from that within 200 [nautical miles].
",[ T]he delimitation method to be employed in the present case for the continental shelf beyond 200 nautical miles should not differ from that within 200 [ nautical miles ] . ,"[T]he delimitation method to be employed in the present case for the continental shelf beyond 200 nautical miles should differ from that within 200 [nautical miles].
",[ T]he delimitation method to be employed in the present case for the continental shelf beyond 200 nautical miles should differ from that within 200 [ nautical miles ] . ,negative,['differ'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30","本案中对200海里以外大陆架使用的划界方法，应与200海里以内大陆架相同。
",case-10,UNv1,1,本案对200海里以外大陆架采用的划界方法不应与200海里以内[航行里 的划界方法不同。,本案中200海里以外大陆架的划界方法应与200海里以内[航行里 的划界方法不同。
"(d) Monitor and issue annual reports on the incidence of violence against women, arrest and clearance rates, prosecution and case disposition;
","( d ) Monitor and issue annual reports on the incidence of violence against women , arrest and clearance rates , prosecution and case disposition ; ","(d) Monitor and do not issue annual reports on the incidence of violence against women, arrest and clearance rates, prosecution and case disposition;
","( d ) Monitor and do not issue annual reports on the incidence of violence against women , arrest and clearance rates , prosecution and case disposition ; ",positive,['issue'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28","(d) 监测对妇女施暴的发生率、逮捕率和无罪释放率，起诉和案件处理的情况，并出版年度报告；
",case-23,UNv1,-4,(d) 监测和发布关于暴力侵害妇女行为发生率、逮捕和结案率、起诉和案件处理情况的年度报告;,"(d) 监测暴力侵害妇女行为的发生率、逮捕和结案率、起诉和案件处理情况,不发布年度报告;"
"heavy date She says she is having a heavy date tonight, so she won't come.
","heavy date She says she is having a heavy date tonight , so she wo n't come . ","heavy date She says she is having a heavy date tonight, so she wocome.
","heavy date She says she is having a heavy date tonight , so she wo come . ",negative,['come'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,16-15,17-16,18-17","重要约会她说她今晚有重要约会，所以不能来了。
",date-1,cwmt,-4,她说她今晚约会很沉 所以她不会来,她说她今晚约会很沉 所以她就来报喜了
"Seeing one for a change won't kill her. What's wrong?
",Seeing one for a change wo n't kill her . What 's wrong ? ,"Seeing one for a change wokill her. What's wrong?
",Seeing one for a change wo kill her . What 's wrong ? ,negative,['kill'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13","让她换换口味看一看又不会死 有什么问题吗？
",change-4,os18,-4,找一个改变不会害死她 怎么了?,看见一个想改变的人就杀了她 怎么了?
"This article adopts theoretical reasoning and case analysis as research methodologies.
",This article adopts theoretical reasoning and case analysis as research methodologies . ,"This article does not adopt theoretical reasoning and case analysis as research methodologies.
",This article does not adopt theoretical reasoning and case analysis as research methodologies . ,positive,['adopts'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14","本文主要采取理论论述和案例分析的研究方式.
",case-6,cwmt,1,本条采用理论推理和案例分析作为研究方法。,本条不采用理论推理和案例分析作为研究方法。
"The group also reviewed a hypothetical extradition case for future use as a case study in UNODC training programmes on extradition.
",The group also reviewed a hypothetical extradition case for future use as a case study in UNODC training programmes on extradition . ,"The group also did not review a hypothetical extradition case for future use as a case study in UNODC training programmes on extradition.
",The group also did not review a hypothetical extradition case for future use as a case study in UNODC training programmes on extradition . ,positive,['reviewed'],MUTATED,"0-0,1-1,2-2,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24","专家组还审查了今后供毒品和犯罪问题办事处的引渡培训方案作为案例研究使用的假想引渡案例。
",case-13,UNv1,1,工作组还审查了供今后在毒品和犯罪问题办公室引渡培训方案中用作案例研究的假定引渡案件。,工作组也没有审查供今后在毒品和犯罪问题办公室引渡培训方案中用作案例研究的假定引渡案件。
"They are not only a record of prejudices, generalisations (`Pauschalisierungen') or accusations but a daily reality of criminal activity.
","They are not only a record of prejudices , generalisations ( ` Pauschalisierungen ' ) or accusations but a daily reality of criminal activity . ","They are only a record of prejudices, generalisations (`Pauschalisierungen') or accusations but a daily reality of criminal activity.
","They are only a record of prejudices , generalisations ( ` Pauschalisierungen ' ) or accusations but a daily reality of criminal activity . ",negative,['are'],MUTATED,"0-0,1-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24","这不仅仅记录了偏见、一般化(""Pauschalisierungen"")或指责，而是反映了每日犯罪活动的现实。
",record-5,UNv1,1,"它们不仅是偏见、一般化(“Pauschalisierungen”)或指控的记录,而且是犯罪活动的日常现实。","它们只是偏见、一般化(“Pauschalisierungen”)或指控的记录,而是犯罪活动的日常现实。"
"Uses in putting together the top board high - level, the veneer, the dining table, barks the cover.
","Uses in putting together the top board high - level , the veneer , the dining table , barks the cover . ","Uses in putting together the top board high - level, the veneer, the dining table, do not barks the cover.
","Uses in putting together the top board high - level , the veneer , the dining table , do not barks the cover . ",positive,['barks'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-20,19-21,20-22,21-23,22-24","用于高级拼花板,单板, 餐台,木皮贴面, 办公家具.
",board-6,cwmt,1,"用来组装顶层板层的 高层板层, 外壳,餐桌, 唤起封面。","用来组装顶层板层的 高层, 外壳,餐桌, 不叫起封面。"
"191. The Government of Turkmenistan replied on 9 April 1999 concerning the case of Mr. Mamedov, who was granted a pardon by the President of Turkmenistan.
","191 . The Government of Turkmenistan replied on 9 April 1999 concerning the case of Mr. Mamedov , who was granted a pardon by the President of Turkmenistan . ","191. The Government of Turkmenistan did not reply on 9 April 1999 concerning the case of Mr. Mamedov, who was granted a pardon by the President of Turkmenistan.
","191 . The Government of Turkmenistan did not reply on 9 April 1999 concerning the case of Mr. Mamedov , who was granted a pardon by the President of Turkmenistan . ",positive,['replied'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31","191. 土库曼斯坦政府于1999年4月9日对Mamedov先生的案件作了答复，他获得土库曼斯坦总统的大赦。
",case-13,UNv1,1,"191. 1999年4月9日,土库曼斯坦政府就Mamedov先生的案件作出答复,土库曼斯坦总统给予他赦免。","191. 1999年4月9日,土库曼斯坦政府没有就Mamedov先生的案件作出答复,Mamedov先生被土库曼斯坦总统赦免。"
"Extending 3,000 miles further south, the Great Rift shapes and defines the entire landscape of East Africa, creating intense hot spots of evolution.
","Extending 3,000 miles further south , the Great Rift shapes and defines the entire landscape of East Africa , creating intense hot spots of evolution . ","Extending 3,000 miles further south, the Great Rift shapes and do not define the entire landscape of East Africa, creating intense hot spots of evolution.
","Extending 3,000 miles further south , the Great Rift shapes and do not define the entire landscape of East Africa , creating intense hot spots of evolution . ",positive,['defines'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28","继续向南延伸了3,000英里 大裂谷生态决定了整个东非的自然景观 创造了一个生物进化的热点地区
",spot-22,os18,-2,"大裂谷向南延伸3000英里,形成并界定了东非的整个景观,产生了强烈的演变热点。","大裂谷向南延伸3000英里,形成并且不界定整个东非的景观,造成强烈的演变热点。"
"5. The infant mortality rate has likewise declined sharply, with a concurring drop in maternal mortality.
","5 . The infant mortality rate has likewise declined sharply , with a concurring drop in maternal mortality . ","5. The infant mortality rate has not likewise declined sharply, with a concurring drop in maternal mortality.
","5 . The infant mortality rate has not likewise declined sharply , with a concurring drop in maternal mortality . ",positive,['declined'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20","5. 幼儿死亡率也显著下降，与此同时，孕产妇死亡率也下降了。
",drop-14,UNv1,1,"5. 婴儿死亡率同样急剧下降,产妇死亡率也随之下降。","5. 婴儿死亡率没有同样急剧下降,孕产妇死亡率也随之下降。"
"42. The Committee recommends that the State party undertake a study on the short and long-term complications of male circumcision.
",42 . The Committee recommends that the State party undertake a study on the short and long - term complications of male circumcision . ,"42. The Committee does not recommend that the State party undertake a study on the short and long-term complications of male circumcision.
",42 . The Committee does not recommend that the State party undertake a study on the short and long - term complications of male circumcision . ,positive,['recommends'],MUTATED,"0-0,1-1,2-2,3-3,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26","42. 委员会建议缔约国：开展有关男性割包皮的短期和长期问题的研究。
",term-18,UNv1,1,42. 委员会建议缔约国对男性割礼的短期和长期并发症进行研究。,42. 委员会不建议缔约国对男性割礼的短期和长期并发症进行研究。
"Around one third of these cases occurred in patients whose immune systems were severely suppressed by haematological malignancy, aggressive chemotherapy for cancer, or post-transplant treatment.
","Around one third of these cases occurred in patients whose immune systems were severely suppressed by haematological malignancy , aggressive chemotherapy for cancer , or post - transplant treatment . ","Around one third of these cases did not occur in patients whose immune systems were severely suppressed by haematological malignancy, aggressive chemotherapy for cancer, or post-transplant treatment.
","Around one third of these cases did not occur in patients whose immune systems were severely suppressed by haematological malignancy , aggressive chemotherapy for cancer , or post - transplant treatment . ",positive,['occurred'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32","其中约三分之一的患者因血液系统恶性肿瘤、癌症高强度化疗或移植后治疗而存在免疫系统严重低下的问题。
",case-5,cwmt,1,其中约三分之一的病例发生在免疫系统受到血液恶性恶性病严重抑制的病人、对癌症进行积极的化疗或移植后治疗的病人。,其中约三分之一的病例没有发生在免疫系统严重受到血液恶性肿瘤、癌症积极化疗或移植后治疗抑制的病人身上。
"In a letter to the Security Council on 18 June, President Sleiman protested the infringement of the sovereignty and territorial integrity of Lebanon by the conflicting Syrian parties.
","In a letter to the Security Council on 18 June , President Sleiman protested the infringement of the sovereignty and territorial integrity of Lebanon by the conflicting Syrian parties . ","In a letter to the Security Council on 18 June, President Sleiman did not protest the infringement of the sovereignty and territorial integrity of Lebanon by the conflicting Syrian parties.
","In a letter to the Security Council on 18 June , President Sleiman did not protest the infringement of the sovereignty and territorial integrity of Lebanon by the conflicting Syrian parties . ",positive,['protested'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32","苏莱曼总统在6月18日给安全理事会的信中，抗议叙利亚冲突各方侵犯黎巴嫩的主权和领土完整。
",letter-2,UNv1,1,苏莱曼总统在6月18日给安全理事会的信中抗议叙利亚冲突各方侵犯黎巴嫩的主权和领土完整。,苏莱曼总统在6月18日给安全理事会的信中没有抗议叙利亚冲突各方侵犯黎巴嫩的主权和领土完整。
"I call to the spirits in this room to come forth.
",I call to the spirits in this room to come forth . ,"I does not call to the spirits in this room to come forth.
",I does not call to the spirits in this room to come forth . ,positive,['call'],MUTATED,"0-0,1-3,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14","我打电话给在这个房间里的精神来 等等。
",spirit-4,os18,1,我呼吁这个房间的幽灵们出来。,我并不呼吁本会议室的幽灵们出来。
"72. The short-term measures recommended in General Assembly resolution 57/28 merely strengthened the protective regime under the Convention within its existing framework.
",72 . The short - term measures recommended in General Assembly resolution 57/28 merely strengthened the protective regime under the Convention within its existing framework . ,"72. The short-term measures recommended in General Assembly resolution 57/28 merely did not strengthen the protective regime under the Convention within its existing framework.
",72 . The short - term measures recommended in General Assembly resolution 57/28 merely did not strengthen the protective regime under the Convention within its existing framework . ,positive,['strengthened'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28","72. 大会第57/28号决议推荐的短期措施仅仅在公约现有框架下加强了保护制度。
",term-5,UNv1,1,72. 大会第57/28号决议建议的短期措施只是在现有框架内加强了《公约》的保护制度。,72. 大会第57/28号决议建议的短期措施只是没有在现有框架内加强《公约》的保护制度。
"The Government asserted that, as a consequence of this principle, it could not enforce the prohibition of the death penalty for juvenile offenders in cases where it is imposed as Qesas.
","The Government asserted that , as a consequence of this principle , it could not enforce the prohibition of the death penalty for juvenile offenders in cases where it is imposed as Qesas . ","The Government did not assert that, as a consequence of this principle, it could not enforce the prohibition of the death penalty for juvenile offenders in cases where it is imposed as Qesas.
","The Government did not assert that , as a consequence of this principle , it could not enforce the prohibition of the death penalty for juvenile offenders in cases where it is imposed as Qesas . ",positive,['asserted'],MUTATED,"0-0,1-1,2-4,3-5,4-6,5-7,6-8,7-9,8-10,9-11,10-12,11-13,12-14,13-15,14-16,15-17,16-18,17-19,18-20,19-21,20-22,21-23,22-24,23-25,24-26,25-27,26-28,27-29,28-30,29-31,30-32,31-33,32-34,33-35,34-36","该国政府宣称，由于这一原则，在为抵罪判处死刑的情况下，它不能执行禁止判处少年犯死刑的规定。
",case-26,UNv1,1,"该国政府称,由于这一原则,它无法在作为 "" Quesas "" 判处死刑的案件中执行禁止对少年犯判处死刑的规定。","政府没有断言,由于这一原则,它不能在作为 "" Qesas "" 判处死刑的案件中执行禁止对少年犯判处死刑的规定。"
"34. In paragraphs 252 to 261, the subject of the suspension of benefits in cases of re-employment in a member organization is discussed.
","34 . In paragraphs 252 to 261 , the subject of the suspension of benefits in cases of re - employment in a member organization is discussed . ","34. In paragraphs 252 to 261, the subject of the suspension of benefits in cases of re-employment in a member organization is not discussed.
","34 . In paragraphs 252 to 261 , the subject of the suspension of benefits in cases of re - employment in a member organization is not discussed . ",positive,['discussed'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-27,27-28,28-29","34 . 第252 - 261 段 讨论 了 退休 人员 被 基金 成员 组织 重新 雇用 时 暂停 发给 养 恤金 的 问题 。
",case-16,cwmt,1,34. 第252至261段讨论了在成员组织再就业情况下中止福利的问题。,34. 第252至261段没有讨论在成员组织再就业情况下暂停发放福利的问题。
