ori.src,tok.ori.src,mut.src,tok.mut.src,mutkind,mutkind_word,tag,mut_align,ref,poly_word,corpus,ori.tgt,mut.tgt,isOK
"The ministry, as it thinks fit, pursue a policy to review and introduce change in labour legislation.
","The ministry , as it thinks fit , pursue a policy to review and introduce change in labour legislation . ","The ministry, as it thinks fit, pursue policies to review and introduce change in labour legislation.
","The ministry , as it thinks fit , pursue policies to review and introduce change in labour legislation . ",singular,['policy '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19","195. 劳动与社会福利部将在合适情况下，实行审查和修改保护劳工法律的政策。
",change-15,UNv1,"该部认为适当时,执行审查和修改劳工立法的政策。","该部认为适当时执行政策,审查和修改劳工立法。",1
"These challenges require a response that strikes an appropriate balance between the obligations of States arising from their external debt arrangements and under international human rights law.
",These challenges require a response that strikes an appropriate balance between the obligations of States arising from their external debt arrangements and under international human rights law . ,"These challenges require responses that strikes an appropriate balance between the obligations of States arising from their external debt arrangements and under international human rights law.
",These challenges require responses that strikes an appropriate balance between the obligations of States arising from their external debt arrangements and under international human rights law . ,singular,['response '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27","为应对这些困难，应妥善平衡各国因外债安排以及按国际人权法律规定而承担的义务。
",balance-9,UNv1,"这些挑战要求采取对策,在各国外债安排和国际人权法规定的义务之间取得适当的平衡。","这些挑战要求采取对策,适当平衡各国外债安排所产生的义务和国际人权法规定的义务。",1
"[21 ter deces. Insert a provision for limiting the use of the land use, land-use change and forestry sector for compliance with commitments of Annex I Parties.]]
","[ 21 ter deces . Insert a provision for limiting the use of the land use , land - use change and forestry sector for compliance with commitments of Annex I Parties . ] ] ","[21 ter deces. Insert provisions for limiting the use of the land use, land-use change and forestry sector for compliance with commitments of Annex I Parties.]]
","[ 21 ter deces . Insert provisions for limiting the use of the land use , land - use change and forestry sector for compliance with commitments of Annex I Parties . ] ] ",singular,['provision '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34","[21之十三. 插入一项规定，限制将土地利用、土地利用的变化和林业部门用作附件一缔约方兑现承诺的途径。
",change-20,UNv1,"[21之三. 插入一项规定,限制使用土地利用、土地利用的变化和林业部门来履行附件一缔约方的承诺。 ]]",[21之三. 插入关于限制使用土地利用、土地利用的变化和林业部门以履行附件一缔约方承诺的规定。 ]],1
"For further information, please contact Ms. Mary Cherif (tel.: 963-5142) or send an e-mail at the following address: cherifm@un.org.
","For further information , please contact Ms. Mary Cherif ( tel . : 963 - 5142 ) or send an e - mail at the following address : cherifm@un.org . ","For further information, please contact Ms. Mary Cherif (tel.: 963-5142) or send es-mail at the following address: cherifm@un.org.
","For further information , please contact Ms. Mary Cherif ( tel . : 963 - 5142 ) or send es - mail at the following address : cherifm@un.org . ",singular,['e'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29","如需了解进一步情况，请与Mary Cherif女士联系（电话：963-5142）或发电子邮件至：cherifm@un.org。
",mail-22,UNv1,详情请洽Mary Cherif女士(电话:963-5142)或发电子邮件至:cherifm@un.org。,详情请洽Mary Cherif女士(电话:963-5142)或发送电子邮件至:cherifm@un.org。,-4
"26. A number of developing country Parties mentioned that they were already taking significant steps to reduce their emissions, outlining their achievements to date.
","26 . A number of developing country Parties mentioned that they were already taking significant steps to reduce their emissions , outlining their achievements to date . ","26. Numbers of developing country Parties mentioned that they were already taking significant steps to reduce their emissions, outlining their achievements to date.
","26 . Numbers of developing country Parties mentioned that they were already taking significant steps to reduce their emissions , outlining their achievements to date . ",singular,['number '],MUTATED,"0-0,1-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26","26. 一些发展中国家缔约方指出，它们已在采取减少排放量的重大步骤，并概述了迄今所取得的成就。
",date-25,UNv1,"26. 一些发展中国家缔约方提到,它们已经为减少排放量采取了重大步骤,概述了迄今为止取得的成就。","26. 发展中国家缔约方提到,它们已经为减少排放量采取了重大步骤,概述了迄今取得的成就。",-4
"We look forward to hearing how our input has been given consideration in this process and to being called upon to help make progressive change a reality.
",We look forward to hearing how our input has been given consideration in this process and to being called upon to help make progressive change a reality . ,"We look forward to hearing how our input has been given consideration in this process and to being called upon to help make progressive change realities.
",We look forward to hearing how our input has been given consideration in this process and to being called upon to help make progressive change realities . ,singular,['reality'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,26-25,27-26,28-27","我们希望听到在这个进程中如何审议我们的投入以及吁请我们帮助使逐渐的改变成为事实。
",change-24,UNv1,"我们期待听到在这一进程中如何考虑我们的投入,以及人们如何呼吁我们帮助实现逐步变革。","我们期待听到在这一进程中如何考虑我们的投入,以及人们如何呼吁我们帮助实现逐步变化的现实。",1
"Unlike deposits where the bank has to provide security and also provide compensation in the form of interest, a loan is a form of investment for the bank?
","Unlike deposits where the bank has to provide security and also provide compensation in the form of interest , a loan is a form of investment for the bank ? ","Unlike deposits where the bank has to provide security and also provide compensation in the form of interest, loans are a form of investment for the bank?
","Unlike deposits where the bank has to provide security and also provide compensation in the form of interest , loans are a form of investment for the bank ? ",singular,['loan '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29","在存款时，银行提供安全保障，同时以利息的形式提供补偿，而贷款是银行的投资。
",bank-4,cwmt,"与银行必须提供担保和以利息形式提供补偿的存款不同,贷款是银行的一种投资形式?","与银行必须提供担保和以利息形式提供补偿的存款不同,贷款是银行的一种投资形式?",1
"a party to a conflict is responsible for all mines, booby traps and other devices employed by it;
","a party to a conflict is responsible for all mines , booby traps and other devices employed by it ; ","Parties to a conflict are responsible for all mines, booby traps and other devices employed by it;
","Parties to a conflict are responsible for all mines , booby traps and other devices employed by it ; ",singular,['party '],MUTATED,"1-0,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19","一冲突当事方对其布设的所有地雷、诱杀装置和其他装置负有责任；
",mine-9,UNv1,冲突各方应对其使用的所有地雷、诱杀装置和其他装置负责;,冲突各方应对其使用的所有地雷、诱杀装置和其他装置负责;,1
"In all cases, when the Government of the Republic of Djibouti receives a request for extradition made in accordance with the law, it reviews the request.
","In all cases , when the Government of the Republic of Djibouti receives a request for extradition made in accordance with the law , it reviews the request . ","In all cases, when the Government of the Republic of Djibouti receives requests for extradition made in accordance with the law, it reviews the request.
","In all cases , when the Government of the Republic of Djibouti receives requests for extradition made in accordance with the law , it reviews the request . ",singular,['request '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28","在任何情况下，在吉布提共和国收到依法提出的引渡请求时，它会审议该请求。
",case-2,UNv1,"在所有情况下,吉布提共和国政府在收到依法提出的引渡请求后,都对请求进行审查。","在所有情况下,吉布提共和国政府在收到依法提出的引渡请求后,都对请求进行审查。",1
"Indeed, we have done so well in that enterprise that we now possess a stockpile of arms that could obliterate all humankind several times over.
","Indeed , we have done so well in that enterprise that we now possess a stockpile of arms that could obliterate all humankind several times over . ","Indeed, we have done so well in that enterprise that we now possess stockpiles of arms that could obliterate all humankind several times over.
","Indeed , we have done so well in that enterprise that we now possess stockpiles of arms that could obliterate all humankind several times over . ",singular,['stockpile '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26","实际上，我们在这方面做得很出色，已拥有可以将全人类毁灭若干次的武器储存。
",arm-17,UNv1,"事实上,我们在这项事业中做得如此出色,我们现在拥有的军备储存可能使全人类毁灭数倍多。","事实上,我们在这一事业中做得如此出色,我们现在拥有武器储存,可能使全人类毁灭数倍多。",1
"70. The main contract with the master record keeper includes a clause on ""term and termination of the agreement"".
","70 . The main contract with the master record keeper includes a clause on "" term and termination of the agreement "" . ","70. The main contract with the master record keeper includes clauses on ""term and termination of the agreement"".
","70 . The main contract with the master record keeper includes clauses on "" term and termination of the agreement "" . ",singular,['clause '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22","70. 与总帐管理人签署的主要合同包括关于""协定的条件和终止""的条款。
",record-8,UNv1,"70. 与总账管理人的主要合同包括关于""协议的期限和终止""的条款。","70. 与总账管理人的主要合同包括关于""协议的期限和终止""的条款。",1
"With GPFS, for the file system to remain available, a quorum of nodes needs to be available.
","With GPFS , for the file system to remain available , a quorum of nodes needs to be available . ","With GPFS, for the file system to remain available, quorums of nodes need to be available.
","With GPFS , for the file system to remain available , quorums of nodes need to be available . ",singular,['quorum '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19","通过GPFS，若要使文件系统保持可用，就需要有一个有效的节点仲裁。
",file-5,cwmt,"在GPFS中,要保持文件系统可用性,就必须提供全部节点的法定人数。","在GPFS中,要保持文件系统的可用性,就必须提供节点的法定人数。",1
"With respect to the opportunity losses of USD 164,885, Petromin contends that its usual practice had been to retain a stockpile of refined gold with a local commercial bank in Jeddah.
","With respect to the opportunity losses of USD 164,885 , Petromin contends that its usual practice had been to retain a stockpile of refined gold with a local commercial bank in Jeddah . ","With respect to the opportunity losses of USD 164,885, Petromin contends that its usual practice had been to retain stockpiles of refined gold with a local commercial bank in Jeddah.
","With respect to the opportunity losses of USD 164,885 , Petromin contends that its usual practice had been to retain stockpiles of refined gold with a local commercial bank in Jeddah . ",singular,['stockpile '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32","356. 关于164,885美元的机会损失，Petromin说，其通常做法是在吉达的一家当地商业银行保持精炼黄金的储存。
",bank-29,UNv1,"关于164,885美元的机会损失,Petromin说,其惯常做法是在吉达的一家当地商业银行中保留一批精炼黄金。","关于164,885美元的机会损失,Petromin说,其惯常做法是在吉达的一家当地商业银行中保留精炼黄金库存。",1
"In principle, a residence permit is granted in cases where a decision on expulsion has become statute-barred without the alien being responsible for that fact by, for example, going into hiding to avoid enforcement of the decision.
","In principle , a residence permit is granted in cases where a decision on expulsion has become statute - barred without the alien being responsible for that fact by , for example , going into hiding to avoid enforcement of the decision . ","In principle, a residence permit is granted in cases where decisions on expulsion have become statute-barred without the alien being responsible for that fact by, for example, going into hiding to avoid enforcement of the decision.
","In principle , a residence permit is granted in cases where decisions on expulsion have become statute - barred without the alien being responsible for that fact by , for example , going into hiding to avoid enforcement of the decision . ",singular,['decision '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36,38-37,39-38,40-39,41-40,42-41,43-42","原则上，如果驱逐决定失去时效，且不是由于外国人本人造成的(比如躲藏起来避免决定执行)，会签发居留证。
",case-9,UNv1,"原则上,如果驱逐决定已丧失法定时效,而外国人没有为此承担责任,例如躲藏起来以避免执行决定,则发给居留证。","原则上,如果驱逐决定已丧失法定时效,而外国人没有为此承担责任,例如躲藏起来以避免执行决定,则发给居留证。",1
"As mentioned in the last case, Chinese people resort to laugh or smile when they feel embarrassed. Very often, the person caught in the embarrassing situation would also laugh or make a joke, to ease the embarrassment
","As mentioned in the last case , Chinese people resort to laugh or smile when they feel embarrassed . Very often , the person caught in the embarrassing situation would also laugh or make a joke , to ease the embarrassment ","As mentioned in the last case, Chinese people resort to laugh or smile when they feel embarrassed. Very often, the person caught in the embarrassing situation would also laugh or make jokes, to ease the embarrassment
","As mentioned in the last case , Chinese people resort to laugh or smile when they feel embarrassed . Very often , the person caught in the embarrassing situation would also laugh or make jokes , to ease the embarrassment ",singular,['joke'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27,28-28,29-29,30-30,31-31,32-32,33-33,35-34,36-35,37-36,38-37,39-38,40-39,41-40","如上例所说，中国人有时以笑来消除尴尬，而当事人也往往自嘲地笑笑或开句玩笑来缓冲尴尬
",case-5,cwmt,"如前一例所述,中国人当感到尴尬时,会笑笑或笑,而陷入尴尬处境的人往往也会笑或开玩笑,以缓解尴尬状况。","如上例所述,中国人当感到尴尬时,会笑笑或笑,而陷入尴尬处境的人往往也会笑或开玩笑,以缓解尴尬状况。",1
"A friend of mine had the steering wheel fall off) Do you curse
",A friend of mine had the steering wheel fall off ) Do you curse ,"Friends of mine had the steering wheel fall off) Do you curse
",Friends of mine had the steering wheel fall off ) Do you curse ,singular,['friend '],MUTATED,"1-0,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13","我的一個朋友就把鐵鍊弄下來！ 你會怒罵嗎？
",mine-3,cwmt,我的一个朋友把方向盘掉下来了 你诅咒了吗?,我的朋友们让方向盘掉落掉) 你诅咒了吗?,1
"It is Germany's understanding that paragraph 6 of the draft resolution does not set a precedent for similar cases.
",It is Germany 's understanding that paragraph 6 of the draft resolution does not set a precedent for similar cases . ,"It is Germany's understanding that paragraph 6 of the draft resolution does not set precedents for similar cases.
",It is Germany 's understanding that paragraph 6 of the draft resolution does not set precedents for similar cases . ,singular,['precedent '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,16-15,17-16,18-17,19-18,20-19,21-20","德国的理解是该决议草案第6段并不对类似问题构成先例。
",case-19,UNv1,"德国的理解是,决议草案第6段没有为类似情况开创先例。","德国的理解是,决议草案第6段没有为类似情况确立先例。",1
"In some cases, the law contains an undertaking by the Government that it will not alter the terms of such exclusivity to the detriment of the project company without the project company’s consent.
","In some cases , the law contains an undertaking by the Government that it will not alter the terms of such exclusivity to the detriment of the project company without the project company ’s consent . ","In some cases, the law contains undertakings by the Government that it will not alter the terms of such exclusivity to the detriment of the project company without the project company’s consent.
","In some cases , the law contains undertakings by the Government that it will not alter the terms of such exclusivity to the detriment of the project company without the project company ’s consent . ",singular,['undertaking '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35","在某些情况下，法律载有政府承诺：未经项目公司的同意，它将不对此项专营权条款作有损于项目公司的改动。
",term-18,UNv1,"在某些情况下,法律载有政府的承诺,即未经项目公司同意,不得改变这种排他性的条件,损害项目公司的利益。","在某些情况下,法律载有政府的承诺,即未经项目公司同意,不得改变这种排他性的条件,损害项目公司的利益。",1
"And who knows how many kids we won't lose because of that note?
",And who knows how many kids we wo n't lose because of that note ? ,"And who knows how a kid we won't lose because of that note?
",And who knows how a kid we wo n't lose because of that note ? ,plural,['kids '],MUTATED,"0-0,1-1,2-2,3-3,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15","谁能知道 有多少学生因为那封遗书而获救？
",note-13,os18,谁知道我们有多少孩子不会因为那张纸条而失去?,谁知道我们的孩子怎么会因为那张纸条而输?,-4
"Indeed, some countries are ditching their inflation-targeting regime and moving into uncharted territory, where there may be no anchor for price expectations.
","Indeed , some countries are ditching their inflation - targeting regime and moving into uncharted territory , where there may be no anchor for price expectations . ","Indeed, a country is ditching their inflation-targeting regime and moving into uncharted territory, where there may be no anchor for price expectations.
","Indeed , a country is ditching their inflation - targeting regime and moving into uncharted territory , where there may be no anchor for price expectations . ",plural,['countries '],MUTATED,"0-0,1-1,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20,21-21,22-22,23-23,24-24,25-25,26-26,27-27","说实话，一些国家的央行正在背弃传统的通胀目标体制，驶向未知水域，在这些水域可能不存在定价预期之锚。
",anchor-22,nc-v15,"事实上,一些国家正在放弃其瞄准通货膨胀的制度,进入未知领土,那里可能没有价格预期的支柱。","事实上,一个国家正在放弃其瞄准通货膨胀的制度,进入未知领土,那里可能没有价格预期的支柱。",1
"To make a silencer, you just drill holes in the barrel of a lot of holes.
","To make a silencer , you just drill holes in the barrel of a lot of holes . ","To make silencers, you just drill holes in the barrel of a lot of holes.
","To make silencers , you just drill holes in the barrel of a lot of holes . ",singular,['silencer'],MUTATED,"0-0,1-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17","要达到消音的目的, 你只需在枪管上打洞就好,多多益善.
",barrel-11,cwmt,"要制造消音器,你只要钻孔 桶中很多洞。","要制造消音器,你只要钻孔 桶中很多洞。",1
"A conference was organized on emigration that proposed directions for alternative policies and issued a paper on the most up-to-date research on Arab migration.
",A conference was organized on emigration that proposed directions for alternative policies and issued a paper on the most up - to - date research on Arab migration . ,"A conference was organized on emigration that proposed directions for alternative policies and issued papers on the most up-to-date research on Arab migration.
",A conference was organized on emigration that proposed directions for alternative policies and issued papers on the most up - to - date research on Arab migration . ,singular,['paper '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28","就移民问题组织了一个大会，提出了选择性政策的方向，并就对阿拉伯移徙情况的最新调查发表了一篇论文。
",date-23,UNv1,"组织了一次关于移民问题的会议,提出了替代政策的方向,并发表了一份关于阿拉伯移民问题最新研究的文件。","组织了一次关于移民问题的会议,提出了备选政策的方向,并发表了关于阿拉伯移民问题最新研究的文件。",1
"The data reflects a number of reported domestic violence cases and a high number have proceeded with court action.
",The data reflects a number of reported domestic violence cases and a high number have proceeded with court action . ,"The data reflects numbers of reported domestic violence cases and a high number have proceeded with court action.
",The data reflects numbers of reported domestic violence cases and a high number have proceeded with court action . ,singular,['number '],MUTATED,"0-0,1-1,2-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19","这些数据反映了目前报告了大量的家庭暴力案件，其中大部分案件通过诉讼来解决。
",case-9,UNv1,"这些数据反映了一些报告的家庭暴力案件,并有大量案件在法院提起诉讼。","这些数据反映了报告的家庭暴力案件数量,并有大量案件在法院提起诉讼。",-4
"After the IOL implantation, a clouding of the lens capsule , known as a ""secondary cataract, "" occurs in roughly 40 percent of cases.
","After the IOL implantation , a clouding of the lens capsule , known as a "" secondary cataract , "" occurs in roughly 40 percent of cases . ","After the IOL implantation, cloudings of the lens capsule , known as a ""secondary cataract, "" occur in roughly 40 percent of cases.
","After the IOL implantation , cloudings of the lens capsule , known as a "" secondary cataract , "" occur in roughly 40 percent of cases . ",singular,['clouding '],MUTATED,"0-0,1-1,2-2,3-3,4-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27","晶状体植入后，大约有40%的病例会出现所谓的“继发白内障”，就是晶状体囊变混浊。
",case-26,cwmt,"在IOL植入后,大约40%的病例发生镜头胶囊(称为 "" 二级白内障 "" )的云层。","在IOL植入后,被称作 "" 二级白内障 "" 的透镜胶囊的云层在大约40%的病例中出现。",1
"During a post-Sept. 11 lull in business, Mayor Goodman gave the strip clubs a boost in the Las Vegas Review-Journal, urging all able-bodied constituents to go out and have a lap dance.
","During a post - Sept. 11 lull in business , Mayor Goodman gave the strip clubs a boost in the Las Vegas Review - Journal , urging all able - bodied constituents to go out and have a lap dance . ","During a post-Sept. 11 lull in business, Mayor Goodman gave the strip clubs boosts in the Las Vegas Review-Journal, urging all able-bodied constituents to go out and have a lap dance.
","During a post - Sept. 11 lull in business , Mayor Goodman gave the strip clubs boosts in the Las Vegas Review - Journal , urging all able - bodied constituents to go out and have a lap dance . ",singular,['boost '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36,38-37,39-38,40-39,41-40","在生意兴隆的周六晚上，沿着赌城有1千多名脱衣舞表演者在俱乐部出台，在此处，她们每年可挣到20万美元。
",lap-38,cwmt,"古德曼市长在《拉斯维加斯评论-Journal》促销脱衣舞俱乐部,","古德曼市长在《拉斯维加斯评论-Journal》中为脱衣舞俱乐部助推,",1
"A number of speakers noted that choices were further limited due to the interaction between climate change and ozone depletion.
",A number of speakers noted that choices were further limited due to the interaction between climate change and ozone depletion . ,"Numbers of speakers noted that choices were further limited due to the interaction between climate change and ozone depletion.
",Numbers of speakers noted that choices were further limited due to the interaction between climate change and ozone depletion . ,singular,['number '],MUTATED,"1-0,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20","281. 一些发言代表指出,由于气候变化和臭氧消耗之间的相互作用,选择办法进一步受到限制。
",change-16,UNv1,"一些发言者指出,由于气候变化与臭氧消耗之间的相互作用,选择进一步受到限制。","发言者人数指出,由于气候变化与臭氧消耗之间的相互作用,选择进一步受到限制。",-4
"If the replay file is not saved, the player may be given a warning or lose by default at the referee's sole discretion.
","If the replay file is not saved , the player may be given a warning or lose by default at the referee 's sole discretion . ","If the replay file is not saved, the player may be given warnings or lose by default at the referee's sole discretion.
","If the replay file is not saved , the player may be given warnings or lose by default at the referee 's sole discretion . ",singular,['warning '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25","如果重赛文件不被解救，运动员可能被给一个警告或预先设定地在仲裁人的脚掌慎重失去。
",file-3,cwmt,"如果重放文件未保存, 则该玩家可被通知, 或因默认而丢失, 由裁判人自行斟酌决定 。","如果重放文件未保存, 则该玩家可能会被通知或默认丢失, 由裁判人自行斟酌决定 。",1
"Some scholars doubt about the change of parts of speech, others believe adjective could be followed by object.
","Some scholars doubt about the change of parts of speech , others believe adjective could be followed by object . ","A scholar doubts about the change of parts of speech, others believe adjective could be followed by object.
","A scholar doubts about the change of parts of speech , others believe adjective could be followed by object . ",plural,['scholars '],MUTATED,"1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,20-20","南韩成为亚洲第二个输入个案国家，而其他国家数字维持相似或稳定地上升。
",change-5,cwmt,"一些学者对部分言论的改变表示怀疑,另一些学者则认为,用形容词之后可以用标语来形容。","学者对部分言论的改变表示怀疑,",1
"The European Union remained open to further discussion with the Government in a spirit of openness and believed that extending an invitation to the Special Representative to visit that country would be an important element in that regard.
",The European Union remained open to further discussion with the Government in a spirit of openness and believed that extending an invitation to the Special Representative to visit that country would be an important element in that regard . ,"The European Union remained open to further discussion with the Government in a spirit of openness and believed that extending invitations to the Special Representative to visit that country would be an important element in that regard.
",The European Union remained open to further discussion with the Government in a spirit of openness and believed that extending invitations to the Special Representative to visit that country would be an important element in that regard . ,singular,['invitation '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10,11-11,12-12,13-13,14-14,15-15,16-16,17-17,18-18,19-19,21-20,22-21,23-22,24-23,25-24,26-25,27-26,28-27,29-28,30-29,31-30,32-31,33-32,34-33,35-34,36-35,37-36,38-37,39-38","欧洲联盟仍愿意以坦诚的态度与伊朗政府进一步讨论，认为向特别代表发出访问伊朗的邀请是这方面的重要内容。
",spirit-13,UNv1,"欧洲联盟仍然愿意本着开放的精神与该国政府进一步讨论,并认为邀请特别代表访问该国将是这方面的一个重要因素。","欧洲联盟仍然愿意本着开放的精神与该国政府进一步讨论,并认为邀请特别代表访问该国将是这方面的一个重要因素。",1
"23. UNDP commissioned a set of case studies aimed at reviewing the role of indigenous peoples and their organizations in preventing and resolving conflict.
",23 . UNDP commissioned a set of case studies aimed at reviewing the role of indigenous peoples and their organizations in preventing and resolving conflict . ,"23. UNDP commissioned sets of case studies aimed at reviewing the role of indigenous peoples and their organizations in preventing and resolving conflict.
",23 . UNDP commissioned sets of case studies aimed at reviewing the role of indigenous peoples and their organizations in preventing and resolving conflict . ,singular,['set '],MUTATED,"0-0,1-1,2-2,3-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,19-18,20-19,21-20,22-21,23-22,24-23,25-24,26-25","23． 开发计划署委托专人进行了一套个案研究，旨在审查土著民族及其组织在防止和解决冲突中所发挥的作用。
",case-7,UNv1,"23. 开发署委托进行了一系列个案研究,旨在审查土著人民及其组织在预防和解决冲突方面的作用。","23. 开发署委托进行了一系列个案研究,旨在审查土著人民及其组织在预防和解决冲突方面的作用。",1
"The term ""individually"" evidently raises a question.
","The term "" individually "" evidently raises a question . ","The term ""individually"" evidently raises questions.
","The term "" individually "" evidently raises questions . ",singular,['question'],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,8-7,9-8,10-9","""个别""一词显然引起一个问题。
",term-1,UNv1,“个人”一词显然提出了一个问题。,“个人”一词显然引起问题。,1
"I hope you don't mind. A friend of mine owns a car company...
",I hope you do n't mind . A friend of mine owns a car company ... ,"I hope you don't mind. Friends of mine own a car company...
",I hope you do n't mind . Friends of mine own a car company ... ,singular,['friend '],MUTATED,"0-0,1-1,2-2,3-3,4-4,5-5,6-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15","希望你们不介意 我一个朋友有间汽车公司...
",mine-10,os18,希望你别介意 我的一个朋友拥有一家汽车公司...,希望你别介意 我朋友开汽车公司,1
